County,Category,Education metrics,Urban vs Rural
Siaya,Rural,Completed technical training after secondary school,0
West Pokot,Rural,"""None """,0
Kericho,Urban,"""Secondary completed """,1
Baringo,Rural,Some technical training after secondary school,0
Kiambu,Urban,"""Primary completed""",1
Murang'a,Urban,"""Secondary completed """,1
Kisii,Rural,"""Secondary completed """,0
Wajir,Urban,Some university,1
Kiambu,Urban,"""Secondary completed """,1
Makueni,Rural,"""Primary completed""",0
Kericho,Urban,"""Secondary completed """,1
Narok,Rural,"""Secondary completed """,0
Nandi,Rural,"""Secondary completed """,0
Nyamira,Urban,"""Primary completed""",1
Kitui,Rural,"""Secondary completed """,0
Tharaka-Nithi,Rural,"""None """,0
Mandera,Rural,"""None """,0
Samburu,Rural,"""None """,0
Vihiga,Rural,"""None """,0
Nakuru,Rural,"""Primary completed""",0
Uasin Gishu,Rural,"""Primary completed""",0
Makueni,Rural,"""None """,0
Wajir,Urban,Some university,1
Kiambu,Urban,"""Secondary completed """,1
Kakamega,Rural,"""None """,0
Kwale,Rural,"""None """,0
Nyamira,Rural,"""None """,0
Mandera,Rural,"""None """,0
Kilifi,Urban,Completed technical training after secondary school,1
Kericho,Rural,"""Primary completed""",0
Turkana,Urban,"""None """,1
Kwale,Rural,"""None """,0
Nandi,Rural,"""None """,0
Nyandarua,Urban,"""Secondary completed """,1
Garissa,Rural,"""None """,0
Nyandarua,Rural,"""Primary completed""",0
Nakuru,Rural,"""Secondary completed """,0
Kiambu,Urban,"""Primary completed""",1
Kirinyaga,Urban,"""Primary completed""",1
Meru,Rural,"""Primary completed""",0
Trans Nzoia,Rural,Completed technical training after secondary school,0
Garissa,Urban,"""Primary completed""",1
Kakamega,Rural,"""None """,0
Lamu,Urban,"""Secondary completed """,1
Mombasa,Urban,"""Secondary completed """,1
Kisumu,Urban,"""Secondary completed """,1
Tharaka-Nithi,Rural,"""Primary completed""",0
Nairobi City,Urban,"""Primary completed""",1
Garissa,Rural,"""None """,0
Murang'a,Rural,"""Primary completed""",0
Samburu,Rural,Completed technical training after secondary school,0
Taita-Taveta,Rural,"""Primary completed""",0
Lamu,Rural,"""Primary completed""",0
Marsabit,Urban,"""None """,1
Siaya,Rural,"""None """,0
Kwale,Rural,"""Primary completed""",0
Nyamira,Rural,Completed technical training after secondary school,0
Tana River,Rural,"""Primary completed""",0
Baringo,Rural,"""None """,0
Meru,Urban,"""University completed """,1
Kakamega,Urban,Completed technical training after secondary school,1
Nakuru,Urban,"""Secondary completed """,1
Trans Nzoia,Urban,Some technical training after secondary school,1
Embu,Rural,"""Primary completed""",0
Nandi,Rural,Completed technical training after secondary school,0
Nyandarua,Rural,"""None """,0
Garissa,Rural,"""None """,0
Laikipia,Rural,"""Primary completed""",0
Nakuru,Rural,"""Primary completed""",0
Laikipia,Rural,"""Primary completed""",0
Kakamega,Urban,Completed technical training after secondary school,1
Kitui,Urban,"""Primary completed""",1
Mandera,Rural,"""None """,0
Kisumu,Urban,"""Secondary completed """,1
Makueni,Urban,"""Secondary completed """,1
Tharaka-Nithi,Rural,"""Secondary completed """,0
Bomet,Rural,"""None """,0
Bungoma,Rural,"""Primary completed""",0
Garissa,Rural,"""None """,0
Bungoma,Rural,"""Secondary completed """,0
Narok,Rural,Some university,0
Mombasa,Urban,"""None """,1
Vihiga,Urban,Completed technical training after secondary school,1
Nakuru,Urban,Some university,1
Tana River,Rural,"""None """,0
Kajiado,Urban,"""University completed """,1
Kakamega,Rural,"""None """,0
Migori,Urban,"""Primary completed""",1
Elgeyo-Marakwet,Urban,"""Primary completed""",1
Nyandarua,Rural,"""Primary completed""",0
Kisii,Urban,"""Secondary completed """,1
Kisii,Rural,"""Secondary completed """,0
Trans Nzoia,Rural,"""Primary completed""",0
Isiolo,Urban,"""Primary completed""",1
Kilifi,Rural,"""Primary completed""",0
Nyandarua,Rural,"""Primary completed""",0
Turkana,Rural,"""None """,0
Kisumu,Urban,Completed technical training after secondary school,1
Makueni,Rural,"""Secondary completed """,0
Kisumu,Urban,"""Primary completed""",1
Turkana,Rural,"""None """,0
Kwale,Rural,"""Primary completed""",0
Kwale,Urban,"""Secondary completed """,1
Kitui,Rural,"""Secondary completed """,0
Taita-Taveta,Rural,"""Primary completed""",0
Uasin Gishu,Urban,Some university,1
Kilifi,Urban,Completed technical training after secondary school,1
Nandi,Rural,"""Secondary completed """,0
Kisumu,Rural,"""Primary completed""",0
Makueni,Rural,Some technical training after secondary school,0
Kisii,Urban,"""Secondary completed """,1
Tana River,Rural,Completed technical training after secondary school,0
Siaya,Rural,"""Primary completed""",0
Kakamega,Rural,"""None """,0
Kwale,Urban,"""Secondary completed """,1
Mombasa,Urban,"""Secondary completed """,1
Busia,Rural,"""Secondary completed """,0
Kajiado,Rural,"""Primary completed""",0
Mandera,Urban,"""None """,1
Nakuru,Urban,"""Secondary completed """,1
Garissa,Urban,Some university,1
Kwale,Rural,"""Primary completed""",0
Nyeri,Urban,"""Secondary completed """,1
Garissa,Urban,"""Secondary completed """,1
Nakuru,Rural,"""University completed """,0
Kajiado,Rural,"""University completed """,0
Meru,Urban,"""University completed """,1
Kwale,Rural,"""Primary completed""",0
Nyamira,Rural,"""None """,0
Busia,Rural,"""Primary completed""",0
Wajir,Rural,"""None """,0
Migori,Rural,"""Secondary completed """,0
Kisii,Rural,"""Primary completed""",0
Marsabit,Rural,"""None """,0
Makueni,Rural,Some technical training after secondary school,0
Kiambu,Rural,"""Primary completed""",0
Machakos,Rural,"""Primary completed""",0
Kericho,Urban,Some technical training after secondary school,1
Kajiado,Urban,"""Secondary completed """,1
Tharaka-Nithi,Rural,"""None """,0
Nakuru,Rural,"""Primary completed""",0
Kajiado,Rural,"""None """,0
Wajir,Urban,"""None """,1
Wajir,Urban,"""None """,1
Tharaka-Nithi,Urban,"""Secondary completed """,1
Garissa,Urban,"""None """,1
Kericho,Rural,"""Primary completed""",0
Migori,Rural,"""Primary completed""",0
Meru,Rural,"""Secondary completed """,0
Homabay,Rural,"""Primary completed""",0
Narok,Rural,"""Secondary completed """,0
Busia,Urban,"""Secondary completed """,1
Kericho,Urban,"""Primary completed""",1
Kilifi,Rural,"""Primary completed""",0
Baringo,Rural,"""None """,0
Kajiado,Rural,"""None """,0
Mombasa,Urban,"""Primary completed""",1
Marsabit,Rural,"""None """,0
Makueni,Urban,"""Primary completed""",1
Trans Nzoia,Rural,"""Primary completed""",0
Tana River,Urban,"""Primary completed""",1
Kiambu,Rural,"""Primary completed""",0
Trans Nzoia,Urban,Completed technical training after secondary school,1
Meru,Urban,"""Primary completed""",1
Nandi,Rural,"""Primary completed""",0
Wajir,Rural,"""None """,0
Nakuru,Rural,"""Primary completed""",0
Taita-Taveta,Rural,"""Secondary completed """,0
Nyeri,Urban,"""University completed """,1
Nairobi City,Urban,"""University completed """,1
Kisii,Rural,"""None """,0
Bomet,Urban,"""Primary completed""",1
Kisii,Rural,"""Secondary completed """,0
Lamu,Urban,"""Primary completed""",1
Nakuru,Urban,"""Secondary completed """,1
Nairobi City,Urban,"""Secondary completed """,1
Makueni,Rural,Completed technical training after secondary school,0
Nakuru,Urban,"""Secondary completed """,1
Vihiga,Rural,"""Primary completed""",0
Garissa,Urban,"""None """,1
Kirinyaga,Rural,"""None """,0
Kiambu,Urban,Completed technical training after secondary school,1
Tharaka-Nithi,Urban,"""Secondary completed """,1
Tana River,Urban,"""None """,1
Lamu,Urban,"""Primary completed""",1
Nyamira,Rural,"""Secondary completed """,0
Nakuru,Urban,"""Primary completed""",1
Machakos,Rural,"""Primary completed""",0
Kisii,Urban,"""Primary completed""",1
Kakamega,Rural,"""Primary completed""",0
Homabay,Rural,"""Secondary completed """,0
Kirinyaga,Rural,"""None """,0
Siaya,Rural,Completed technical training after secondary school,0
Kiambu,Urban,"""Secondary completed """,1
Kirinyaga,Rural,"""Primary completed""",0
Kwale,Rural,"""Primary completed""",0
Kisii,Rural,"""Secondary completed """,0
West Pokot,Rural,"""None """,0
Mandera,Rural,"""None """,0
Taita-Taveta,Urban,"""Secondary completed """,1
Nakuru,Rural,"""Primary completed""",0
Kwale,Rural,"""Secondary completed """,0
Bungoma,Urban,"""Primary completed""",1
Elgeyo-Marakwet,Urban,"""University completed """,1
Kisii,Rural,"""Primary completed""",0
Kericho,Rural,"""Secondary completed """,0
Homabay,Rural,"""Secondary completed """,0
Tana River,Urban,"""None """,1
Meru,Rural,"""Secondary completed """,0
West Pokot,Rural,"""None """,0
Mandera,Rural,"""None """,0
Kiambu,Urban,"""Secondary completed """,1
Homabay,Urban,"""Secondary completed """,1
Murang'a,Urban,"""Primary completed""",1
Mombasa,Urban,"""None """,1
Trans Nzoia,Rural,"""Secondary completed """,0
Turkana,Rural,"""None """,0
Mombasa,Urban,"""Primary completed""",1
Bomet,Rural,"""University completed """,0
Kilifi,Rural,"""None """,0
Kilifi,Rural,"""None """,0
Trans Nzoia,Rural,"""Secondary completed """,0
Kitui,Rural,"""Primary completed""",0
Migori,Rural,"""Primary completed""",0
Migori,Rural,"""Secondary completed """,0
Wajir,Rural,"""None """,0
Embu,Urban,"""University completed """,1
Kiambu,Rural,Completed technical training after secondary school,0
Taita-Taveta,Urban,"""Secondary completed """,1
Siaya,Rural,"""Secondary completed """,0
Nyamira,Urban,"""Secondary completed """,1
Garissa,Urban,"""None """,1
Embu,Urban,"""Secondary completed """,1
Baringo,Rural,Completed technical training after secondary school,0
Siaya,Rural,"""Primary completed""",0
Nyamira,Urban,"""Secondary completed """,1
Busia,Rural,"""Primary completed""",0
Meru,Rural,"""None """,0
Kajiado,Urban,"""Secondary completed """,1
Bungoma,Urban,"""Secondary completed """,1
Kirinyaga,Urban,Some technical training after secondary school,1
Nandi,Urban,"""None """,1
Meru,Rural,Completed technical training after secondary school,0
Nyeri,Rural,"""Primary completed""",0
Nyandarua,Rural,"""None """,0
West Pokot,Rural,Some technical training after secondary school,0
Tana River,Urban,"""None """,1
Nyamira,Urban,"""Secondary completed """,1
Samburu,Rural,"""None """,0
Tana River,Rural,"""Primary completed""",0
Nyeri,Rural,Completed technical training after secondary school,0
Kilifi,Rural,"""None """,0
West Pokot,Rural,"""None """,0
Siaya,Rural,"""Primary completed""",0
West Pokot,Rural,"""None """,0
Nakuru,Urban,"""Primary completed""",1
Machakos,Rural,Some technical training after secondary school,0
Kirinyaga,Urban,"""University completed """,1
Samburu,Rural,"""None """,0
Garissa,Rural,"""None """,0
Kericho,Rural,"""Primary completed""",0
Wajir,Rural,"""None """,0
Kakamega,Rural,"""None """,0
Machakos,Urban,Completed technical training after secondary school,1
Vihiga,Rural,"""None """,0
Vihiga,Rural,"""Secondary completed """,0
West Pokot,Urban,Some technical training after secondary school,1
Kitui,Rural,"""University completed """,0
Wajir,Rural,"""None """,0
Tana River,Rural,"""None """,0
Kitui,Rural,"""None """,0
Mombasa,Urban,"""University completed """,1
Busia,Rural,"""Secondary completed """,0
Elgeyo-Marakwet,Rural,"""None """,0
Machakos,Urban,Completed technical training after secondary school,1
West Pokot,Rural,"""Primary completed""",0
Tana River,Rural,"""None """,0
Tharaka-Nithi,Rural,"""University completed """,0
Kisii,Urban,"""Secondary completed """,1
Kitui,Rural,"""None """,0
Nakuru,Urban,Completed technical training after secondary school,1
Nakuru,Urban,"""Secondary completed """,1
Makueni,Rural,Completed technical training after secondary school,0
Nyamira,Rural,Some technical training after secondary school,0
Kajiado,Urban,"""Primary completed""",1
Kisumu,Urban,Completed technical training after secondary school,1
Migori,Urban,"""None """,1
Turkana,Urban,"""None """,1
Turkana,Rural,"""None """,0
Embu,Rural,"""None """,0
Mombasa,Urban,"""Secondary completed """,1
Embu,Rural,"""Secondary completed """,0
Kericho,Urban,Completed technical training after secondary school,1
Turkana,Rural,"""None """,0
Mandera,Urban,"""None """,1
Nairobi City,Urban,Completed technical training after secondary school,1
Embu,Rural,"""Secondary completed """,0
Siaya,Rural,"""Primary completed""",0
Turkana,Rural,"""None """,0
Kisumu,Urban,"""Secondary completed """,1
Marsabit,Rural,"""None """,0
Kirinyaga,Urban,"""Primary completed""",1
West Pokot,Rural,"""None """,0
Laikipia,Rural,"""None """,0
Lamu,Urban,"""None """,1
Tana River,Rural,"""None """,0
Makueni,Rural,"""Primary completed""",0
Bungoma,Rural,"""Primary completed""",0
Vihiga,Rural,Some university,0
Embu,Urban,"""None """,1
Kilifi,Urban,"""Secondary completed """,1
Embu,Rural,"""None """,0
Samburu,Rural,"""None """,0
Nyeri,Urban,"""University completed """,1
Turkana,Urban,"""None """,1
Machakos,Urban,Completed technical training after secondary school,1
Isiolo,Urban,"""Secondary completed """,1
Mandera,Rural,"""None """,0
Makueni,Rural,"""Primary completed""",0
West Pokot,Rural,"""None """,0
Isiolo,Urban,"""Primary completed""",1
Machakos,Rural,"""Secondary completed """,0
Nyandarua,Rural,"""None """,0
Marsabit,Rural,"""None """,0
Nandi,Rural,"""Primary completed""",0
Kisumu,Urban,"""Primary completed""",1
Kakamega,Urban,"""Secondary completed """,1
Marsabit,Rural,"""None """,0
West Pokot,Rural,"""None """,0
Nakuru,Urban,"""Primary completed""",1
Bungoma,Rural,"""Primary completed""",0
Laikipia,Rural,Completed technical training after secondary school,0
Mandera,Rural,"""None """,0
Kericho,Rural,"""Primary completed""",0
Vihiga,Rural,Completed technical training after secondary school,0
Kitui,Rural,"""Primary completed""",0
Elgeyo-Marakwet,Rural,"""University completed """,0
Vihiga,Rural,"""Secondary completed """,0
Kisumu,Urban,"""Primary completed""",1
Nakuru,Urban,"""Secondary completed """,1
Kakamega,Urban,"""None """,1
Mandera,Rural,"""None """,0
Machakos,Urban,"""Secondary completed """,1
Narok,Rural,"""Primary completed""",0
Kajiado,Urban,"""Primary completed""",1
Bomet,Rural,"""Primary completed""",0
Meru,Urban,"""University completed """,1
Trans Nzoia,Rural,"""Secondary completed """,0
Nakuru,Urban,"""Secondary completed """,1
Kilifi,Rural,"""Primary completed""",0
Kisii,Urban,Completed technical training after secondary school,1
Kitui,Rural,"""Primary completed""",0
Kirinyaga,Rural,"""Primary completed""",0
Garissa,Rural,"""None """,0
Kajiado,Rural,"""None """,0
Meru,Rural,"""None """,0
Taita-Taveta,Rural,"""Secondary completed """,0
Bomet,Rural,"""Secondary completed """,0
Nyeri,Urban,"""Secondary completed """,1
Nairobi City,Urban,"""University completed """,1
Machakos,Urban,"""University completed """,1
Meru,Rural,"""Primary completed""",0
Busia,Rural,"""Primary completed""",0
Garissa,Urban,"""University completed """,1
Kitui,Urban,"""Primary completed""",1
Kitui,Urban,Completed technical training after secondary school,1
Samburu,Rural,"""None """,0
Kwale,Rural,"""None """,0
Makueni,Rural,"""Primary completed""",0
Kakamega,Rural,"""Secondary completed """,0
Baringo,Urban,"""None """,1
Migori,Rural,"""None """,0
Meru,Rural,Completed technical training after secondary school,0
Elgeyo-Marakwet,Urban,"""Primary completed""",1
Mombasa,Urban,Some technical training after secondary school,1
Marsabit,Rural,"""None """,0
Nyamira,Rural,"""Secondary completed """,0
Baringo,Rural,"""None """,0
Embu,Rural,"""None """,0
Machakos,Rural,"""Secondary completed """,0
Migori,Rural,Completed technical training after secondary school,0
Narok,Urban,"""Primary completed""",1
Nyamira,Urban,"""University completed """,1
Nyamira,Urban,Some technical training after secondary school,1
Tana River,Rural,"""None """,0
Vihiga,Rural,"""Secondary completed """,0
Vihiga,Urban,"""Primary completed""",1
Narok,Rural,Completed technical training after secondary school,0
Laikipia,Rural,"""Secondary completed """,0
Meru,Rural,"""Secondary completed """,0
Kiambu,Urban,"""Secondary completed """,1
Trans Nzoia,Urban,"""Secondary completed """,1
Tana River,Rural,"""University completed """,0
Kilifi,Rural,"""Secondary completed """,0
Nyeri,Rural,"""Primary completed""",0
Taita-Taveta,Rural,"""None """,0
Machakos,Urban,"""Primary completed""",1
Nyandarua,Rural,"""Secondary completed """,0
Machakos,Rural,"""Primary completed""",0
Machakos,Rural,"""Primary completed""",0
